SNOMED_ConceptId,ConceptId_Description,LTC_Category,Resolved
254707006,Malignant skin tumor with eccrine differentiation (disorder),Malignancy and immunosuppression ,0
254708001,Eccrine porocarcinoma of skin (disorder),Malignancy and immunosuppression ,0
254709009,Digital papillary eccrine carcinoma of skin (disorder),Malignancy and immunosuppression ,0
254711000,Adenoid cystic eccrine carcinoma of skin (disorder),Malignancy and immunosuppression ,0
254712007,Microcystic adnexal carcinoma of skin (disorder),Malignancy and immunosuppression ,0
254713002,Mucoepidermoid carcinoma of skin (disorder),Malignancy and immunosuppression ,0
254714008,Mucinous eccrine carcinoma of skin (disorder),Malignancy and immunosuppression ,0
254730000,Superficial spreading malignant melanoma of skin (disorder),Malignancy and immunosuppression ,0
254731001,Nodular malignant melanoma of skin (disorder),Malignancy and immunosuppression ,0
254732008,Acral lentiginous malignant melanoma of skin (disorder),Malignancy and immunosuppression ,0
254733003,Malignant melanoma arising in intradermal nevus (disorder),Malignancy and immunosuppression ,0
254748009,Cutaneous fibrosarcoma (disorder),Malignancy and immunosuppression ,0
254771006,Cutaneous leiomyosarcoma (disorder),Malignancy and immunosuppression ,0
254794007,Angiosarcoma of skin (disorder),Malignancy and immunosuppression ,0
254800003,Epithelioid cell sarcoma of skin (disorder),Malignancy and immunosuppression ,0
254824006,Malignant tumor of mesothelial tissue (disorder),Malignancy and immunosuppression ,0
254828009,Malignant lipomatous tumor (disorder),Malignancy and immunosuppression ,0
254829001,Liposarcoma (disorder),Malignancy and immunosuppression ,0
254837009,Malignant neoplasm of breast (disorder),Malignancy and immunosuppression ,0
254838004,Carcinoma of breast (disorder),Malignancy and immunosuppression ,0
254839007,Scirrhous carcinoma of breast (disorder),Malignancy and immunosuppression ,0
254840009,Inflammatory carcinoma of breast (disorder),Malignancy and immunosuppression ,0
254843006,Familial cancer of breast (disorder),Malignancy and immunosuppression ,0
254844000,Malignant phyllodes tumor of breast (disorder),Malignancy and immunosuppression ,0
254849005,Malignant epithelial tumor of ovary (disorder),Malignancy and immunosuppression ,0
254850005,Serous papillary cystadenocarcinoma ovary (disorder),Malignancy and immunosuppression ,0
254851009,Mucinous cystadenocarcinoma of ovary (disorder),Malignancy and immunosuppression ,0
254852002,Endometrioid carcinoma ovary (disorder),Malignancy and immunosuppression ,0
254856004,Undifferentiated carcinoma of ovary (disorder),Malignancy and immunosuppression ,0
254861002,Malignant granulosa cell tumor of ovary (disorder),Malignancy and immunosuppression ,0
254863004,Malignant granulosa cell tumor of ovary,Malignancy and immunosuppression ,0
254869000,Malignant germ cell tumor of ovary (disorder),Malignancy and immunosuppression ,0
254871000,Immature teratoma of ovary (disorder),Malignancy and immunosuppression ,0
254874008,Dysgerminoma of ovary (disorder),Malignancy and immunosuppression ,0
254876005,Endodermal sinus tumor of ovary (disorder),Malignancy and immunosuppression ,0
254877001,Sarcoma of uterus (disorder),Malignancy and immunosuppression ,0
254878006,Endometrial carcinoma (disorder),Malignancy and immunosuppression ,0
254886006,Squamous cell carcinoma of cervix (disorder),Malignancy and immunosuppression ,0
254887002,Adenocarcinoma of cervix (disorder),Malignancy and immunosuppression ,0
254888007,Adenosquamous carcinoma of cervix (disorder),Malignancy and immunosuppression ,0
254889004,Carcinoma of cervix stage 0 (disorder),Malignancy and immunosuppression ,0
254893005,Carcinoma of vagina (disorder),Malignancy and immunosuppression ,0
254895003,Squamous cell carcinoma of vulva (disorder),Malignancy and immunosuppression ,0
254896002,Malignant melanoma of vulva (disorder),Malignancy and immunosuppression ,0
254897006,Sarcoma of vulva (disorder),Malignancy and immunosuppression ,0
254900004,Carcinoma of prostate (disorder),Malignancy and immunosuppression ,0
254904008,Carcinoma of glans penis (disorder),Malignancy and immunosuppression ,0
254912000,Regressed malignant testicular tumor (disorder),Malignancy and immunosuppression ,0
254915003,Clear cell carcinoma of kidney (disorder),Malignancy and immunosuppression ,0
254918001,Sarcoma of kidney (disorder),Malignancy and immunosuppression ,0
254938000,Astrocytoma of brain (disorder),Malignancy and immunosuppression ,0
254940005,Oligodendroglioma of brain (disorder),Malignancy and immunosuppression ,0
254948003,Astrocytoma of spinal cord (disorder),Malignancy and immunosuppression ,0
254955001,Pituitary carcinoma (disorder),Malignancy and immunosuppression ,0
254975005,Malignant meningioma of optic nerve sheath (disorder),Malignancy and immunosuppression ,0
254980001,Malignant tumor of acoustic vestibular nerve (disorder),Malignancy and immunosuppression ,0
254986007,Malignant tumor of peripheral nerve (disorder),Malignancy and immunosuppression ,0
254987003,Adenoid cystic carcinoma of lacrimal gland (disorder),Malignancy and immunosuppression ,0
254990009,Mucoepidermoid tumor of lacrimal gland (disorder),Malignancy and immunosuppression ,0
254994000,Rhabdomyosarcoma of orbit (disorder),Malignancy and immunosuppression ,0
254996003,Malignant fibrous histiocytoma of orbit (disorder),Malignancy and immunosuppression ,0
255003007,Squamous cell carcinoma of conjunctiva (disorder),Malignancy and immunosuppression ,0
255004001,Malignant melanoma of conjunctiva (disorder),Malignancy and immunosuppression ,0
255012009,Malignant melanoma of iris (disorder),Malignancy and immunosuppression ,0
255015006,Malignant melanoma of ciliary body (disorder),Malignancy and immunosuppression ,0
255021005,Malignant melanoma of choroid (disorder),Malignancy and immunosuppression ,0
255028004,FTC - follicular thyroid carcinoma,Malignancy and immunosuppression ,0
255029007,PTC - papillary thyroid carcinoma,Malignancy and immunosuppression ,0
255030002,Mixed follicular and papillary thyroid carcinoma (disorder),Malignancy and immunosuppression ,0
255031003,Anaplastic thyroid carcinoma (disorder),Malignancy and immunosuppression ,0
255032005,Medullary thyroid carcinoma (disorder),Malignancy and immunosuppression ,0
255035007,Adrenal carcinoma (disorder),Malignancy and immunosuppression ,0
255037004,Parathyroid carcinoma (disorder),Malignancy and immunosuppression ,0
255052006,Malignant neoplasm of unknown origin (disorder),Malignancy and immunosuppression ,0
255056009,Malignant tumor of head and/or neck (disorder),Malignancy and immunosuppression ,0
255066001,Carcinoma of genitourinary organ (disorder),Malignancy and immunosuppression ,0
255067005,Sarcoma of bone and connective tissue (disorder),Malignancy and immunosuppression ,0
255068000,"Carcinoma of bone, connective tissue, skin and breast (disorder)",Malignancy and immunosuppression ,0
255069008,"Carcinoma of lip, oral cavity and/or pharynx (disorder)",Malignancy and immunosuppression ,0
255071008,Squamous cell carcinoma of lip (disorder),Malignancy and immunosuppression ,0
255072001,Malignant tumor of salivary gland (disorder),Malignancy and immunosuppression ,0
255073006,"Malignant tumor of ear, nose and throat (disorder)",Malignancy and immunosuppression ,0
255074000,Malignant tumor of nasal cavity and nasopharynx (disorder),Malignancy and immunosuppression ,0
255077007,Malignant tumor of digestive organ (disorder),Malignancy and immunosuppression ,0
255081007,Carcinoma of cecum (disorder),Malignancy and immunosuppression ,0
255083005,Malignant tumor of anus and anal canal (disorder),Malignancy and immunosuppression ,0
255084004,Squamous cell carcinoma of anal margin (disorder),Malignancy and immunosuppression ,0
255086002,Carcinoma common bile duct (disorder),Malignancy and immunosuppression ,0
255087006,Malignant polyp of biliary tract (disorder),Malignancy and immunosuppression ,0
255088001,Malignant tumor of exocrine pancreas (disorder),Malignancy and immunosuppression ,0
255102004,Angioendotheliomatosis (disorder),Malignancy and immunosuppression ,0
255107005,Seminoma of testis (disorder),Malignancy and immunosuppression ,0
255108000,Carcinoma of bladder (disorder),Malignancy and immunosuppression ,0
255109008,Transitional cell carcinoma of bladder (disorder),Malignancy and immunosuppression ,0
255110003,Adenocarcinoma of bladder (disorder),Malignancy and immunosuppression ,0
255111004,Squamous cell carcinoma of bladder (disorder),Malignancy and immunosuppression ,0
255118005,Secondary lymphangitic carcinoma (disorder),Malignancy and immunosuppression ,0
255119002,Lymphangitis carcinomatosa (disorder),Malignancy and immunosuppression ,0
255121007,Carcinomatosis of peritoneal cavity (disorder),Malignancy and immunosuppression ,0
255127006,Local tumor spread (disorder),Malignancy and immunosuppression ,0
255128001,Malignant infiltration of peripheral nerve (disorder),Malignancy and immunosuppression ,0
262819007,Intraparenchymal hematoma of spleen (disorder),Malignancy and immunosuppression ,0
262823004,Capsular tear of spleen (disorder),Malignancy and immunosuppression ,0
263661007,Complement 5 dysfunction (disorder),Malignancy and immunosuppression ,0
265760000,Intravenous chemotherapy (procedure),Malignancy and immunosuppression ,0
265761001,Intramuscular chemotherapy (procedure),Malignancy and immunosuppression ,0
265762008,Subcutaneous chemotherapy (procedure),Malignancy and immunosuppression ,0
266719004,Oral chemotherapy (procedure),Malignancy and immunosuppression ,0
267440005,Monoclonal paraproteinemia (disorder),Malignancy and immunosuppression ,0
267454002,Acatalasemia (disorder),Malignancy and immunosuppression ,0
267460002,Congenital hypogammaglobulinemia (finding),Malignancy and immunosuppression ,0
267527002,Aplastic anemia due to drugs (disorder),Malignancy and immunosuppression ,0
267540007,Neutropenia caused by irradiation (disorder),Malignancy and immunosuppression ,0
267543009,Functional disorders of polymorphonuclear neutrophils (disorder),Malignancy and immunosuppression ,0
268500004,Prophylactic chemotherapy (procedure),Malignancy and immunosuppression ,0
269295009,Transplanted organ failure (disorder),Malignancy and immunosuppression ,0
269459004,Malignant tumor of lesser curve of stomach (disorder),Malignancy and immunosuppression ,0
269460009,Malignant tumor of greater curve of stomach (disorder),Malignancy and immunosuppression ,0
269464000,"Malignant neoplasm of upper lobe, bronchus or lung (disorder)",Malignancy and immunosuppression ,0
269467007,Malignant neoplasm of hand bones (disorder),Malignancy and immunosuppression ,0
269469005,Malignant neoplasm of soft tissue (disorder),Malignancy and immunosuppression ,0
269473008,Secondary malignant neoplasm of respiratory and digestive systems (disorder),Malignancy and immunosuppression ,0
269475001,"Malignant tumor of lymphoid, hemopoietic AND/OR related tissue (disorder)",Malignancy and immunosuppression ,0
269476000,Nodular lymphoma (disorder),Malignancy and immunosuppression ,0
269515006,Carcinoma of lip (disorder),Malignancy and immunosuppression ,0
269516007,Tongue carcinoma (disorder),Malignancy and immunosuppression ,0
269533000,Carcinoma of colon (disorder),Malignancy and immunosuppression ,0
269544008,Carcinoma of the rectosigmoid junction (disorder),Malignancy and immunosuppression ,0
269578002,Malignant melanoma of head and neck (disorder),Malignancy and immunosuppression ,0
269579005,Malignant melanoma of trunk (disorder),Malignancy and immunosuppression ,0
269580008,Malignant melanoma of upper limb (disorder),Malignancy and immunosuppression ,0
269581007,Malignant melanoma of lower limb (disorder),Malignancy and immunosuppression ,0
269616004,Secondary nodes - axilla/arm (disorder),Malignancy and immunosuppression ,0
271323007,"Malignant neoplasm of lip, oral cavity and/or pharynx (disorder)",Malignancy and immunosuppression ,0
271467005,"Malignant neoplasm of bone, connective tissue, skin and breast (disorder)",Malignancy and immunosuppression ,0
271468000,Malignant neoplasm of genitourinary organ (disorder),Malignancy and immunosuppression ,0
271558008,Infectious mononucleosis (disorder),Malignancy and immunosuppression ,0
